Day,Date,Phase(s),Lessons Covered,Est. Study Time (hrs),Resources (links),Daily Task,Assignment,Cumulative Project,Project Application Task,Milestone
159,2027-01-06,P19: Capstone Projects,11 LLM Observability & Eval Dashboard (Part 3/5),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/11-llm-observability-dashboard,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
160,2027-01-07,P19: Capstone Projects,11 LLM Observability & Eval Dashboard (Part 4/5),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/11-llm-observability-dashboard,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
161,2027-01-09,P19: Capstone Projects,11 LLM Observability & Eval Dashboard (Part 5/5),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/11-llm-observability-dashboard,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
162,2027-01-10,P19: Capstone Projects,12 Video Understanding Pipeline (Scene to QA) (Part 1/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/12-video-understanding-pipeline,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
163,2027-01-11,P19: Capstone Projects,12 Video Understanding Pipeline (Scene to QA) (Part 2/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/12-video-understanding-pipeline,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
164,2027-01-12,P19: Capstone Projects,12 Video Understanding Pipeline (Scene to QA) (Part 3/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/12-video-understanding-pipeline,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
165,2027-01-13,P19: Capstone Projects,12 Video Understanding Pipeline (Scene to QA) (Part 4/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/12-video-understanding-pipeline,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
166,2027-01-14,P19: Capstone Projects,12 Video Understanding Pipeline (Scene to QA) (Part 5/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/12-video-understanding-pipeline,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
167,2027-01-16,P19: Capstone Projects,12 Video Understanding Pipeline (Scene to QA) (Part 6/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/12-video-understanding-pipeline,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
168,2027-01-17,P19: Capstone Projects,13 MCP Server with Registry and Governance (Part 1/5),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/13-mcp-server-with-registry,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
169,2027-01-18,P19: Capstone Projects,13 MCP Server with Registry and Governance (Part 2/5),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/13-mcp-server-with-registry,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
170,2027-01-19,P19: Capstone Projects,13 MCP Server with Registry and Governance (Part 3/5),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/13-mcp-server-with-registry,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
171,2027-01-20,P19: Capstone Projects,13 MCP Server with Registry and Governance (Part 4/5),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/13-mcp-server-with-registry,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
172,2027-01-21,P19: Capstone Projects,13 MCP Server with Registry and Governance (Part 5/5),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/13-mcp-server-with-registry,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
173,2027-01-23,P19: Capstone Projects,14 Speculative-Decoding Inference Server (Part 1/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/14-speculative-decoding-server,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
174,2027-01-24,P19: Capstone Projects,14 Speculative-Decoding Inference Server (Part 2/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/14-speculative-decoding-server,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
175,2027-01-25,P19: Capstone Projects,14 Speculative-Decoding Inference Server (Part 3/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/14-speculative-decoding-server,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
176,2027-01-26,P19: Capstone Projects,14 Speculative-Decoding Inference Server (Part 4/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/14-speculative-decoding-server,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
177,2027-01-27,P19: Capstone Projects,14 Speculative-Decoding Inference Server (Part 5/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/14-speculative-decoding-server,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
178,2027-01-28,P19: Capstone Projects,14 Speculative-Decoding Inference Server (Part 6/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/14-speculative-decoding-server,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
179,2027-01-30,P19: Capstone Projects,15 Constitutional Safety Harness + Red-Team Range (Part 1/5),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/15-constitutional-safety-harness,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
180,2027-01-31,P19: Capstone Projects,15 Constitutional Safety Harness + Red-Team Range (Part 2/5),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/15-constitutional-safety-harness,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
181,2027-02-01,P19: Capstone Projects,15 Constitutional Safety Harness + Red-Team Range (Part 3/5),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/15-constitutional-safety-harness,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
182,2027-02-02,P19: Capstone Projects,15 Constitutional Safety Harness + Red-Team Range (Part 4/5),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/15-constitutional-safety-harness,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
183,2027-02-03,P19: Capstone Projects,15 Constitutional Safety Harness + Red-Team Range (Part 5/5),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/15-constitutional-safety-harness,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
184,2027-02-04,P19: Capstone Projects,16 GitHub Issue-to-PR Autonomous Agent (Part 1/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/16-github-issue-to-pr-agent,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
185,2027-02-06,P19: Capstone Projects,16 GitHub Issue-to-PR Autonomous Agent (Part 2/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/16-github-issue-to-pr-agent,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
186,2027-02-07,P19: Capstone Projects,16 GitHub Issue-to-PR Autonomous Agent (Part 3/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/16-github-issue-to-pr-agent,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
187,2027-02-08,P19: Capstone Projects,16 GitHub Issue-to-PR Autonomous Agent (Part 4/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/16-github-issue-to-pr-agent,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
188,2027-02-09,P19: Capstone Projects,16 GitHub Issue-to-PR Autonomous Agent (Part 5/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/16-github-issue-to-pr-agent,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
189,2027-02-10,P19: Capstone Projects,16 GitHub Issue-to-PR Autonomous Agent (Part 6/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/16-github-issue-to-pr-agent,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
190,2027-02-11,P19: Capstone Projects,"17 Personal AI Tutor (Adaptive, Multimodal) (Part 1/6)",5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/17-personal-ai-tutor,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
191,2027-02-13,P19: Capstone Projects,"17 Personal AI Tutor (Adaptive, Multimodal) (Part 2/6)",5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/17-personal-ai-tutor,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
192,2027-02-14,P19: Capstone Projects,"17 Personal AI Tutor (Adaptive, Multimodal) (Part 3/6)",5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/17-personal-ai-tutor,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
193,2027-02-15,P19: Capstone Projects,"17 Personal AI Tutor (Adaptive, Multimodal) (Part 4/6)",5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/17-personal-ai-tutor,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
194,2027-02-16,P19: Capstone Projects,"17 Personal AI Tutor (Adaptive, Multimodal) (Part 5/6)",5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/17-personal-ai-tutor,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
195,2027-02-17,P19: Capstone Projects,"17 Personal AI Tutor (Adaptive, Multimodal) (Part 6/6)",5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/17-personal-ai-tutor,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
196,2027-02-18,P19: Capstone Projects,20 Agent Harness Loop Contract; 21 Tool Registry with Schema Validation; 22 JSON-RPC 2.0 Over Newline-Delimited Stdio; 23 Function Call Dispatcher,6,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/20-agent-harness-loop-contract | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/21-tool-registry-schema-validation | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/22-jsonrpc-stdio-transport | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/23-function-call-dispatcher,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
197,2027-02-20,P19: Capstone Projects,24 Plan-Execute Control Flow; 25 Verification Gates and the Observation Budget; 26 Sandbox Runner with Denylist and Path Jail; 27 Eval Harness with Fixture Tasks,6,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/24-plan-execute-control-flow | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/25-verification-gates-observation-budget | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/26-sandbox-runner-denylist | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/27-eval-harness-fixture-tasks,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
198,2027-02-21,P19: Capstone Projects,28 Observability with OTel GenAI Spans and Prometheus Metrics; 29 End-to-End Coding Agent on the Harness; 30 BPE Tokenizer From Scratch; 31 Tokenized Dataset with Sliding Window,6,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/28-observability-otel-traces | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/29-end-to-end-coding-task-demo | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/30-bpe-tokenizer-from-scratch | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/31-tokenized-dataset-sliding-window,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
199,2027-02-22,P19: Capstone Projects,32 Token and Positional Embeddings; 33 Multi-Head Self-Attention; 34 Transformer Block from Scratch; 35 GPT Model Assembly,6,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/32-token-positional-embeddings | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/33-multihead-self-attention | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/34-transformer-block | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/35-gpt-model-assembly,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
200,2027-02-23,P19: Capstone Projects,36 Training Loop and Evaluation; 37 Loading Pretrained Weights; 38 Classifier Fine-Tuning by Head Swap; 39 Instruction Tuning by Supervised Fine-Tuning,6,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/36-training-loop-eval | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/37-loading-pretrained-weights | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/38-classifier-finetuning | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/39-instruction-tuning-sft,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
201,2027-02-24,P19: Capstone Projects,40 Direct Preference Optimization from Scratch; 41 Full Evaluation Pipeline; 42 Large Corpus Downloader; 43 HDF5 Tokenized Corpus,6,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/40-dpo-from-scratch | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/41-eval-pipeline | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/42-large-corpus-downloader | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/43-hdf5-tokenized-corpus,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
